AM1_dipole,apol,ASA,ASA+,ASA-,ASA_H,ASA_P,ast_violation_ext,a_acc,a_acid,a_aro,a_base,a_count,a_don,a_donacc,a_heavy,a_hyd,a_IC,a_ICM,a_nBr,a_nC,a_nCl,a_nF,a_nH,a_nI,a_nN,a_nO,a_nP,a_nS,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_1rotN,b_1rotR,b_ar,b_count,b_double,b_heavy,b_max1len,b_rotN,b_rotR,b_single,b_triple,CASA+,CASA-,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,chiral,chiral_u,DASA,DCASA,dens,density,diameter,dipole,dipoleX,dipoleY,dipoleZ,E,E_ang,E_ele,E_nb,E_oop,E_rele,E_rnb,E_rsol,E_rvdw,E_sol,E_stb,E_str,E_strain,E_tor,E_vdw,FASA+,FASA-,FASA_H,FASA_P,FCASA+,FCASA-,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,glob,h_ema,h_emd,h_emd_C,h_logD,h_logP,h_logS,h_log_dbo,h_log_pbo,h_mr,h_pavgQ,h_pKa,h_pKb,h_pstates,h_pstrain,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,lip_druglike,lip_violation,logP(o/w),logS,MNDO_dipole,mr,npr1,npr2,opr_brigid,opr_leadlike,opr_nring,opr_nrot,opr_violation,PC+,PC-,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA+5,PEOE_VSA+6,PEOE_VSA-0,PEOE_VSA-1,PEOE_VSA-2,PEOE_VSA-3,PEOE_VSA-4,PEOE_VSA-5,PEOE_VSA-6,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,petitjean,petitjeanSC,PM3_dipole,pmi,pmi1,pmi2,pmi3,pmiX,pmiY,Q_PC+,Q_PC-,Q_RPC+,Q_RPC-,Q_VSA_FHYD,Q_VSA_FNEG,Q_VSA_FPNEG,Q_VSA_FPOL,Q_VSA_FPOS,Q_VSA_FPPOS,Q_VSA_HYD,Q_VSA_NEG,Q_VSA_PNEG,Q_VSA_POL,Q_VSA_POS,Q_VSA_PPOS,radius,reactive,rgyr,rings,RPC+,RPC-,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,std_dim1,std_dim2,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vol,VSA,vsa_acc,vsa_don,vsa_hyd,vsa_other,vsa_pol,vsurf_A,vsurf_CP,vsurf_CW1,vsurf_CW2,vsurf_CW3,vsurf_CW4,vsurf_CW5,vsurf_CW6,vsurf_CW7,vsurf_CW8,vsurf_D1,vsurf_D2,vsurf_D3,vsurf_D4,vsurf_D5,vsurf_D6,vsurf_D7,vsurf_D8,vsurf_DD12,vsurf_DD13,vsurf_DD23,vsurf_DW12,vsurf_DW13,vsurf_DW23,vsurf_EDmin1,vsurf_EDmin2,vsurf_EDmin3,vsurf_EWmin1,vsurf_EWmin2,vsurf_EWmin3,vsurf_G,vsurf_HB1,vsurf_HB2,vsurf_HB3,vsurf_HB4,vsurf_HB5,vsurf_HB6,vsurf_HB7,vsurf_HB8,vsurf_HL1,vsurf_HL2,vsurf_ID1,vsurf_ID2,vsurf_ID3,vsurf_ID4,vsurf_ID5,vsurf_ID6,vsurf_ID7,vsurf_ID8,vsurf_IW1,vsurf_IW2,vsurf_IW3,vsurf_IW4,vsurf_IW5,vsurf_IW6,vsurf_IW7,vsurf_IW8,vsurf_R,vsurf_S,vsurf_V,vsurf_W1,vsurf_W2,vsurf_W3,vsurf_W4,vsurf_W5,vsurf_W6,vsurf_W7,vsurf_W8,vsurf_Wp1,vsurf_Wp2,vsurf_Wp3,vsurf_Wp4,vsurf_Wp5,vsurf_Wp6,vsurf_Wp7,vsurf_Wp8,Weight,weinerPath,weinerPol,zagreb,mean_dG
5.7991786,68.640236,822.09216,489.85254,332.23965,609.75989,212.33231,4,5,0,26,0,57,2,7,34,22,90.684914,1.5909635,0,25,0,0,23,0,7,2,0,0,1.0394813,-2.3859458,-0.56964773,0.62844521,2.350322,-2.5533652,-0.46169746,0.72632629,2.4350052,-2.0885649,-0.42304131,0.83117342,2.6508982,34.61776,6,0.15789473,27,61,1,38,3,8,0.21052632,33,0,2614.8328,1774.8242,23.492989,18.765224,14.71266,17.095648,16.601688,10.726645,6.3867512,8.9931669,0,0,157.61287,840.00854,0.95802695,0.74469566,19,1.141976,1.1130165,-0.25554544,0,861.75427,351.96515,-50.560272,142.50462,-4.1977249E-14,-8.2109375,12499300000000,-202.58423,12499300000000,-26.865036,0,358.38217,829.88971,8.9022961,193.0649,0.59586084,0.40413919,0.74171716,0.25828284,3.1807051,2.1589115,-0.82714558,-0.41202724,0.068955041,2.5621014,-1.1373155,-0.31788591,0.16362841,2.6776307,-0.49569687,-0.20661128,0.20421895,2.8637505,0,10.087967,13.872112,8.5470705,3.683351,3.9719779,-6.4126711,0,15.169743,13.193084,0.50576276,14,6.9899888,1.9998672,0.42014089,25.641273,12.029903,6.2971635,17.082014,7.9068508,4.0997591,3.9724982,1,0,3.0569999,-5.7372599,6.9063959,12.934948,0.050076641,0.94992334,27,0,5,6,4,5.3379998,-5.342,2.7086983,-2.7086983,0.1188421,0.12767436,58.95681,109.35613,58.343719,17.238026,0,0,17.440542,57.720928,98.943832,9.4210396,0,19.249496,0,2.7775381,0.91218656,0.41854188,0.049009077,0.087813437,0.58145815,0.038804356,409.9805,188.11284,22.027035,39.467579,261.33524,17.440542,0.47368422,0.89999998,5.8422885,23448.582,1174.2262,22274.357,23448.582,22159.221,1289.3632,5.3379998,-5.342,0.13638067,0.12560838,0.6619457,0.50288737,0.14448813,0.33805427,0.49711266,0.19356616,297.51022,226.02174,64.939903,151.93784,223.42632,86.997932,10,0,7.1906276,5,0.13638067,0.12560838,0.64705884,4.6466198,29.010639,76.505394,0,0,2.7567475,35.383869,0,241.49109,0,83.199158,13.01764,23.862217,64.664574,18.01075,8.0001755,34.612495,245.65685,4.8299561,68.709885,7.3502851,2.0981421,98.889999,0.34983629,6.2479277,4.0305123,9.8392525,449.44806,608.98163,473.375,505.78134,44.333797,11.365152,305.63318,67.021576,55.698948,3.2009466,0.13568597,2.6053109,1.9141656,1.1630955,0.37054127,0.20028998,0.10043873,0.032316625,0.014959354,1338,820.25,623.625,535.875,457.625,352.875,233.875,153.25,7,0.5,7.0178342,0.5,0.5,1,-2.3289428,-2.3164151,-2.3092446,-8.1760998,-7.9991307,-7.8979402,1.463707,296.375,315.375,304.5,102.625,43.75,17.375,5,2.625,0.093605936,0.045019828,0.54440558,0.37295604,0.26886275,0.36868563,0.53604436,1.0656087,0.57577878,0.41705471,0.41335186,1.173384,1.8507679,2.6209376,2.9409711,3.0407073,4.3956671,4.4064331,1.4575679,753.48114,1098.25,1747.25,928.5,420,130.5,58.375,24.125,8,3.125,1450.875,613.125,115.5,27.875,14.625,6.75,3,0.5,453.50598,4140,52,182,22.2046236
7.5244784,55.937859,686.70312,462.46957,224.23358,558.01685,128.68629,4,4,0,22,0,47,1,5,27,17,72.67878,1.5463569,0,20,0,0,20,0,6,1,0,0,1.3029369,-2.280442,-0.60047269,0.59767091,2.2932403,-2.2541318,-0.5006007,0.70177639,2.4326231,-1.9818863,-0.4341014,0.80357254,2.6070244,31.04014,5,0.16666667,22,50,0,30,2,5,0.16666667,28,0,2193.9556,1063.7642,18.802753,15.417819,12.273502,14.112519,13.135362,8.5632162,4.6873927,6.6017551,0,0,238.23598,1130.1915,0.93011868,0.72682911,15,1.974617,-1.703245,0.99903399,0,717.11926,321.89819,-38.860317,100.19103,9.0818764E-14,30.552292,121513580000,-49.650909,121513580000,-10.526206,0,287.29898,678.92316,7.7310696,139.05136,0.67346358,0.32653642,0.8126027,0.18739727,3.1949112,1.5490887,-0.82717729,-0.38249761,0.045510616,2.5175672,-0.89563894,-0.28927696,0.15072252,2.6437306,-0.4872953,-0.20342731,0.18888934,2.8165872,0,7.4985132,9.4109926,7.0944433,3.4323103,3.7206521,-5.3623333,0,11.892036,10.64835,0.50824517,14,6.9926157,2.0729334,0.4199501,20.280001,9.212018,4.7755103,13.693445,6.1176033,3.1322756,3.102632,1,0,2.5439999,-5.4709702,8.4839373,10.424663,0.18256032,0.81743968,22,1,4,5,0,4.744,-4.744,2.0917897,-2.0917897,0.097804323,0.16532764,99.482666,64.583733,42.579845,11.190562,15.681574,0,0,80.022194,36.764713,9.4210396,5.6825762,5.8194671,0,2.503756,0.93577003,0.37517178,0.022270558,0.06422995,0.62482822,0.041959394,349.72733,140.21375,8.3232231,24.004797,233.51839,15.681574,0.46666667,0.875,8.4966621,9080.7441,1657.7836,7422.9609,9080.7441,7073.1406,2007.604,4.744,-4.744,0.14038786,0.15324621,0.72279507,0.42588845,0.10749077,0.2772049,0.57411152,0.16971414,270.13174,159.1682,40.172756,103.60038,214.56393,63.427628,8,0,5.0194449,4,0.14038786,0.15324621,0.62962961,4.0876198,10.999887,71.920479,0,0,2.7567475,35.383869,0,183.4156,0,76.122467,10.48557,0,64.909615,0,8.0001755,30.936834,175.14536,0,101.60707,4.8403945,2.6964371,69.790001,0.41024774,5.9068904,3.6304781,9.1948757,373.73215,495.88135,387.5,418.70126,23.289948,5.6825762,276.49951,51.662655,28.972525,4.9367929,0.32514867,2.5648735,1.7454836,1.0395268,0.28295958,0.11710968,0.041076209,0.0024989059,0,1112.875,680.625,531.5,460.25,387.75,276.25,172.25,112.25,0.5,0.5,1,0.5,0.5,1,-2.4806924,-2.4373791,-2.4347329,-5.4293923,-5.3628912,-5.1418147,1.3951358,202.125,207.875,205.25,57.125,19.25,5,0.5,0,0.047036689,0.014394351,0.68431795,0.49840733,0.49030218,0.65827298,0.8348971,1.1881193,0.46238083,0.19891639,0.37377053,1.2211838,2.0231137,3.2940338,4.4884095,5.4402342,5.2714605,0,1.4308915,628.80383,899.75,1358.875,678.875,294.625,71.625,25,6.625,0.625,0,1156.75,471,89.375,14.5,5.75,1.625,0.125,0,360.42099,1999,40,144,-8.28396906666667
0,68.032822,743.3219,437.69196,305.62991,593.04462,150.27725,4,4,0,17,0,58,1,5,33,23,94.815201,1.6347449,0,25,0,1,25,0,4,3,0,0,1.2227933,-2.6617599,-0.65377545,0.65542543,2.6849587,-2.6839824,-0.51655233,0.707057,2.6971319,-2.4003162,-0.45880985,0.84319532,2.9440863,37.645176,5,0.13513513,17,62,2,37,4,5,0.13513513,43,0,1985.8083,1385.7261,23.001425,18.532459,15.10193,17.018297,16.035173,10.845673,7.1325331,9.2852249,1,1,132.06203,600.08234,1.0295507,0.75441438,16,1.8305099,-0.81076932,-1.6411641,0,13800449,749.65765,-8.5446529,13799071,-4.5107869E-14,2.5332031,8627040600000,-21.705795,8627040600000,-18.963667,0,611.77777,13800377,16.551723,13799079,0.58883232,0.41116765,0.79783016,0.20216982,2.6715324,1.8642342,-0.8272928,-0.43870756,0.044483021,2.8172855,-0.93234551,-0.30410796,0.1169532,2.89276,-0.51883721,-0.21586184,0.19327691,3.0890343,0,8.9413404,10.532573,9.0955296,3.4301267,3.703094,-5.8215833,0,11.273563,12.403903,0.48568091,14,7.0248818,1.99918,0.39639673,24.68371,10.545954,4.85748,18.281301,7.7320714,3.53527,4.2834039,1,0,4.9970002,-5.1515098,0,12.349224,0.087387629,0.91261238,28,1,5,6,1,4.5370002,-4.5339999,2.5419466,-2.5419466,0.087104365,0.15335469,95.532913,88.065796,42.981678,11.190562,10.324173,0,0,101.8419,36.764713,10.885262,0,23.49357,0,10.271297,0.8977887,0.42484283,0.078276858,0.10221131,0.57515717,0.023934457,387.26282,183.25674,33.764866,44.089039,248.09512,10.324173,0.5,1,0,15664.934,1368.9214,14296.013,15664.934,13924.757,1740.1775,4.5370002,-4.5339999,0.09477628,0.14777239,0.78431469,0.46878481,0.10104291,0.21568531,0.53121519,0.1146424,338.31561,202.2112,43.585049,93.036263,229.14067,49.451214,8,0,5.9099531,5,0.09477628,0.14777239,0.54545456,4.3081198,36.385113,24.136856,20.339783,39.365837,9.1278973,57.969303,0,160.25893,55.379993,53.529556,12.25708,11.218763,92.554024,9.1210184,17.5569,2.7567475,195.23898,59.336941,68.709885,5.7017899,2.1908271,72.110001,0.35823497,6.2094536,3.7531197,9.7862797,431.35187,594.49823,435.625,457.07037,19.071594,0,335.22205,41.883438,32.638515,1.5647299,0.20274216,2.6430242,2.0476735,1.3266878,0.37053353,0.14490479,0.048708782,0.00093626557,0,1124.25,694.75,528.25,439,373,279.375,191.5,132.125,0.5,0.70710677,0.5,0.5,13.462912,13.472194,-2.3097827,-2.3053937,-2.299324,-5.236053,-5.1861534,-5.0343032,1.4055218,328.125,393.125,324.625,91.125,30.25,8.375,0.5,0,0.060814008,0.019646924,1.012633,1.1434519,1.299708,1.4643054,1.5187564,1.1809441,1.1997218,1.2795619,0.50725746,0.50150335,0.94056964,1.1673734,2.4734974,3.2422452,4.0910296,0,1.4647573,673.7464,986.875,1583.75,906.875,404,97.75,32.125,8.625,0.5,0,1255.625,513.75,79.375,6.625,1.875,0.25,0,0,448.49799,3292,58,182,-8.91359583333333
6.3268552,54.061275,672.40839,389.60223,282.80615,553.65356,118.75481,4,4,0,22,0,45,0,4,27,20,74.026535,1.6450342,0,20,0,1,18,0,5,1,0,0,1.2521635,-2.319422,-0.60618877,0.63226467,2.3222184,-2.2545173,-0.46598351,0.77020127,2.4506352,-2.0375128,-0.41286489,0.83646083,2.6163166,28.076727,5,0.16666667,22,48,0,30,2,5,0.16666667,26,0,1364.3871,992.36682,18.802753,15.002891,11.98061,13.819627,13.118525,8.461503,5.2403049,7.2347484,0,0,106.79608,372.02023,0.97392559,0.75405186,16,1.5679984,0.91467947,-1.2735699,0,758.99872,346.41855,-10.74645,136.84776,1.4210308E-14,160.6582,4936588300000,-64.402603,4936588300000,-13.979913,0,268.60107,692.59302,7.131361,147.59422,0.57941312,0.42058688,0.82338887,0.17661114,2.0291047,1.4758394,-0.82714528,-0.39278349,0.015772073,2.5100863,-0.93539035,-0.29234251,0.15879437,2.6324542,-0.48418185,-0.19163701,0.19779502,2.8018754,0,7.9307179,7.9781151,7.9781151,3.6409347,3.9299622,-5.4750452,0,11.573781,10.313851,0.50626671,14,6.9891129,1.9998429,0.42074913,20.280001,9.212018,4.9507437,13.892164,6.210422,3.2980931,3.1954148,1,0,3.1170001,-4.3791099,5.8714619,10.226418,0.064950123,0.93504989,22,1,4,5,0,3.5020001,-3.5090001,1.8487699,-1.8487699,0.066758566,0.18706021,56.748272,103.05275,49.681229,0,0,0,0,69.97583,49.924213,9.4210396,0,17.591211,0,2.503756,0.9440093,0.41631866,0.055990703,0.055990703,0.58368134,0,338.80334,149.41606,20.094967,20.094967,209.48224,0,0.5,1,6.3499732,11832.057,768.49353,11063.562,11832.057,11059.245,772.81116,3.5020001,-3.5090001,0.12221587,0.19150755,0.76111555,0.51579076,0.14237794,0.23888448,0.48420924,0.096506529,273.16306,185.11642,51.099201,85.735229,173.78188,34.636028,8,0,5.7061086,4,0.12221587,0.19150755,0.62962961,3.9016199,10.999887,53.664684,9.1210184,0,5.9423227,35.383869,0,183.4156,0,71.969131,9.9575996,0,79.624687,9.1210184,11.185751,8.69907,193.15611,0,68.709885,5.565414,2.0172777,57.759998,0.41024774,5.9068904,3.7099442,9.1800623,358.89832,481.92441,373.125,401.23132,30.766874,0,290.52859,24.790518,30.766874,4.1152315,0.20538564,2.6561377,2.0642462,1.1803409,0.32825005,0.14756553,0.060666904,0.0044924123,0,1047.875,643.875,485.375,409.125,348.25,267.125,187.25,118.125,0.5,1.5,1,0.5,0.5,0.70710677,-2.3906901,-2.3713605,-2.3670826,-5.4026079,-5.3678966,-5.3620362,1.3798825,300.625,342.125,286.375,81.5,30.5,9,1,0,0.06283801,0.021998167,0.89600772,0.97059578,1.1088821,1.2865053,1.5473955,1.5655526,1.3420444,0.94355303,0.28664452,1.0237814,2.0816352,3.1622119,3.9439673,4.1152792,4.1967506,0,1.4342066,611.22644,876.625,1420.5,780.875,329,81.5,30.5,9,1,0,1119.875,438.75,42.625,0,0,0,0,0,363.396,2078,39,144,-7.6320084
0,71.242996,815.06488,522.44098,292.62387,644.38806,170.67682,4,4,0,17,0,62,2,6,33,22,95.817787,1.5454482,0,25,0,0,29,0,5,3,0,0,1.2098974,-2.7609558,-0.57208234,0.59767032,2.7124467,-2.8718107,-0.50487846,0.68525875,2.6779766,-2.4963653,-0.40918443,0.78113216,2.9707272,42.135002,7,0.19444445,17,65,2,36,3,9,0.25,46,0,2938.2083,1644.8389,23.208532,18.952772,15.386387,17.225405,16.029209,11.098165,6.8574424,8.8264999,1,1,229.81712,1293.3694,0.94417506,0.72349381,19,0.93797535,0.83921611,-0.418944,0,106273.3,918.36151,-28.676888,105004.11,2.717507E-14,-1.7216797,4113019200000,-13.36293,4113019200000,-20.099533,0,335.18506,106250.24,15.652591,105032.79,0.6409809,0.35901913,0.79059726,0.20940274,3.6048765,2.0180464,-0.83170974,-0.39514321,0.072545625,2.7535613,-1.1621033,-0.31601778,0.15002485,2.7704558,-0.52040362,-0.21372753,0.18551968,3.0123043,0,8.9707317,14.374257,10.214086,2.9051149,3.1459191,-5.3770599,0,11.347429,12.875417,0.44280401,14,7.0997963,1.9869287,0.3486599,26.074074,12.807997,7.2562356,18.681803,9.0738592,5.098568,5.1368499,1,0,2.7690001,-4.4449501,0,12.755282,0.056255337,0.94374466,23,1,4,8,0,5.6240001,-5.6209998,2.9180412,-2.9180412,0.10934558,0.11911569,125.06352,85.910667,33.960831,17.238026,0,12.949531,17.440542,75.123558,61.274521,0,0,19.249496,13.566921,2.7775381,0.85796297,0.37022951,0.076619439,0.14203702,0.62977046,0.06541758,398.57111,171.99203,35.593956,65.984032,292.56311,30.390074,0.47368422,0.89999998,0,20369.955,1145.9187,19224.037,20369.955,18281.756,2088.2004,5.6240001,-5.6209998,0.12375534,0.11884006,0.72467327,0.41103083,0.11266664,0.27532673,0.58896917,0.16266008,336.6507,190.94649,52.33987,127.90445,273.60867,75.564575,10,0,6.7465167,4,0.12375534,0.11884006,0.63636363,3.55972,47.021389,31.897676,3.9819686,36.879158,32.990112,35.383869,0,177.90211,37.736813,80.871239,12.57969,47.724434,32.808823,36.0215,18.353294,2.7567475,231.32175,46.967896,68.709885,6.7583489,1.9565227,88.489998,0.3512581,6.1699252,3.9853933,9.7646589,464.55515,618.58026,474,497.35486,35.320175,11.365152,337.3241,55.180592,46.685326,4.2611365,0.2016362,2.5751503,1.8817302,1.1761783,0.33509439,0.13140658,0.037055273,0.00011869642,0,1308.5,795.75,605.25,517.875,439.125,328.875,208.875,140.875,0.5,0.70710677,0.5,0.5,0.70710677,0.86602539,-2.3153002,-2.3092613,-2.3011715,-5.0896974,-5.0306702,-4.896297,1.4711725,317,333.125,286.125,74.625,22.875,5.375,-0.125,0,0.052251134,0.015206372,0.56884181,0.40430334,0.42482296,0.59287256,0.75868946,1.0541567,0.33845061,0.57466751,0.35284764,1.105162,1.6059653,2.8623815,3.8935852,5.1020942,11.937186,0,1.4408689,747.63916,1077.25,1675.875,877.375,390.375,98,31.625,7.875,0.25,0,1358.875,544.25,104.25,23.375,8.75,2.5,0.375,0,447.539,3753,49,170,-9.31463846666667
0,56.877651,673.12048,369.24326,303.87723,427.83789,245.28259,4,4,0,16,0,50,1,5,29,21,88.760696,1.7752138,0,20,0,3,21,0,4,2,0,0,1.359161,-2.6635451,-0.49828809,0.5041678,2.6765647,-2.6945772,-0.44144303,0.59865183,2.7532728,-2.4236548,-0.33624741,0.7668739,2.9118106,34.358349,5,0.15625,16,53,0,32,5,6,0.1875,37,0,1658.2714,1364.7126,20.595648,16.08456,12.292529,13.482763,13.853486,9.3344021,5.6807394,6.9553084,1,1,65.366005,293.55875,1.0663378,0.81265342,15,1.2745024,0.26254699,-1.247167,0,1670643.1,973.97931,32.639664,1669394.5,-2.5060855E-14,-470.55859,9438404500000,-6.0044556,9438404500000,-9.9278822,0,256.21606,1670522.9,18.363667,1669361.9,0.54855448,0.45144555,0.63560373,0.36439627,2.4635582,2.027442,-0.82716888,-0.37154108,-0.012339239,2.7284687,-1.121731,-0.29402873,0.18532452,2.8278136,-0.5206629,-0.19767697,0.18068166,2.9838703,0,8.1711531,8.6000071,7.397963,3.24244,3.5195518,-5.1017623,0,8.2867184,10.310484,0.4913578,14,7.0150623,2.000535,0.40299213,22.203125,9.2403803,5.0868044,17.328247,7.1435699,3.9051108,4.2684669,1,0,3.5167601,-4.6760898,0,10.28752,0.080478244,0.91952175,21,1,4,6,0,4.4910002,-4.4910002,2.3569567,-2.3569567,0.17062098,0.15153949,84.549126,72.391251,49.279396,8.458519,0,0,9.0455017,69.361427,23.140165,0,35.725906,5.6825762,0.13689101,8.4061155,0.93644851,0.38902807,0.038848937,0.063551486,0.61097193,0.024702549,342.90579,142.45308,14.225582,23.271084,223.72379,9.0455017,0.46666667,0.875,0,13112.855,1055.2996,12057.557,13112.855,12029.571,1083.2847,4.4910002,-4.4910002,0.12536183,0.18058339,0.6322872,0.44682252,0.20178458,0.36771277,0.55317748,0.16592818,231.52896,163.61607,73.888847,134.6479,202.56079,60.759064,8,0,5.6802511,4,0.12536183,0.18058339,0.48275861,4.46909,29.010639,46.040733,0,18.439579,11.391144,63.986393,0,95.62851,41.718781,83.449783,10.01977,9.7341213,94.161446,25.770267,20.616541,8.69907,143.53465,18.439579,68.709885,5.2595654,2.1371164,65.110001,0.38828552,6,3.662554,9.4076977,366.17688,500.10004,381.125,407.87952,19.071594,0,284.96207,39.151398,24.754169,3.7703149,0.17746639,2.6527431,2.0978456,1.4179513,0.43714508,0.16264142,0.064106062,0.011239332,0.0000020926159,987.75,605.5,456.625,377.125,315.625,242.125,167,113.875,0.5,0.70710677,0.5,1.2247449,0.86602539,0.5,-2.3160129,-2.3023779,-2.2954593,-6.0406857,-5.6823006,-5.6736708,1.3811585,348.375,410,328.125,96.375,30.125,9.75,1.875,0.125,0.073090613,0.028173683,1.7969248,1.9347562,2.1976762,2.6065662,2.8663211,2.4964991,2.1020854,1.9114723,0.76017356,0.82577014,1.9255445,2.7832429,3.518255,3.5679002,5.1597261,5.8455496,1.4364822,614.87018,883.25,1432.125,842.625,402.75,105.75,33.375,10.625,1.875,0.125,1083.75,432.625,74.625,9.375,3.25,0.875,0,0,406.40799,2366,45,158,-7.8787419
4.9614162,47.564274,578.62878,389.85544,188.77333,395.44821,183.18056,3,4,0,16,0,41,1,5,23,13,65.091209,1.5875905,0,16,0,0,18,0,6,1,0,0,1.3951786,-2.5966189,-0.58775312,0.55771571,2.5604155,-2.5972602,-0.52800584,0.59570044,2.6218247,-2.3286798,-0.37961432,0.79516608,2.829509,28.853725,3,0.11538462,16,44,0,26,2,3,0.11538462,28,0,1537.9796,744.71082,15.811191,13.152388,10.008072,11.120955,11.258351,7.6251001,3.7767091,4.7852583,0,0,201.08209,793.26886,0.96987814,0.74629378,12,1.7059909,-0.90365702,-1.447,0,3956.4285,544.58917,-23.59557,3173.0264,2.044395E-14,-10.178955,649560920000,-6.1647949,649560920000,-15.34291,0,228.20033,3914.6458,10.612512,3196.6221,0.67375743,0.32624257,0.68342298,0.31657702,2.6579731,1.287027,-0.82735288,-0.41665271,0.020149933,2.565773,-0.98397583,-0.33509225,0.10957801,2.6713479,-0.51145047,-0.19847974,0.19671696,2.8511374,0,9.1242771,8.7081938,6.963562,1.0408524,1.3272284,-3.6115541,0,8.616169,8.9004459,0.50371605,14,6.9946804,2.016747,0.41715339,16.467455,7.0869246,3.2544379,11.61873,4.9139547,2.2268672,2.4823439,1,0,2.0940001,-3.99772,6.3258352,8.6581869,0.16079585,0.83920413,21,1,4,4,0,3.9449999,-3.9449999,1.8336861,-1.8336861,0.11140259,0.1885986,108.72523,43.256805,42.579845,11.190562,15.681574,0,0,64.213699,0,18.842079,0,5.6825762,0.13689101,2.503756,0.92326152,0.29212019,0.026607662,0.076738484,0.70787978,0.050130822,288.80823,91.379005,8.3232231,24.004797,221.43402,15.681574,0.5,1,5.8930225,5947.3208,956.3045,4991.0166,5947.3208,4847.1313,1100.1898,3.9449999,-3.9449999,0.14093789,0.19797212,0.6568594,0.35271376,0.14037529,0.34314057,0.64728624,0.2027653,205.47418,110.33346,43.911217,107.33884,202.47957,63.427628,6,0,4.3775096,4,0.14093789,0.19797212,0.56521738,2.52982,10.999887,71.920479,0,18.439579,2.7567475,35.383869,0,95.199684,18.868406,58.908115,8.71807,0,64.909615,0,8.0001755,28.180086,124.23743,18.439579,68.709885,4.3078685,2.2829552,69.790001,0.46357921,5.7004399,3.3066573,8.7461338,312.81302,415.86975,320,342.34402,27.028412,5.6825762,213.26553,51.662655,32.710987,4.3781128,0.17185712,2.7164414,1.9791261,1.1898613,0.41035351,0.23327039,0.10836203,0.0022305835,0,902.625,563.125,435.5,370.125,317.25,241.875,164,110.625,0.5,0.70710677,0.5,0.5,6.2048368,6.1846585,-2.4464226,-2.4414706,-2.4245605,-5.1606469,-5.1245289,-5.1175475,1.3097643,259.25,284.875,228.5,84.375,36.875,13.5,0.75,0,0.095866822,0.03883823,0.83422196,0.79328382,0.82911313,0.986202,1.1384532,1.370037,1.0114015,0.53924447,0.46801522,1.3416903,2.4278297,3.3763013,3.5527453,3.8520684,4.2262673,0,1.4329048,521.75482,747.625,1272.125,695,313.75,98,41.75,14.375,0.875,0,1012.875,410.125,85.25,13.625,4.875,0.875,0.125,0,310.36099,1192,36,126,-7.22654786666667
